,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
1980,Nairobi,Adzuki Beans,2013,53903,125.6690043,489.8,53.47489192
1981,Eldoret,Adzuki Beans,2013,152014,52.95882241,489.8,54.77860417
1982,Central,Adzuki Beans,2013,22808,91.14587881,489.8,54.28155845
1983,Nakuru,Adzuki Beans,2013,5000,113.8165465,489.8,53.51226629
1984,Nairobi,Adzuki Beans,2013,6457,168.4396593,489.8,52.46073295
1985,Eldoret,Adzuki Beans,2013,26719,145.2301093,489.8,54.17475919
1986,Central,Adzuki Beans,2016,95859,50.64693918,484.59,54.57749053
1987,Nakuru,Adzuki Beans,2016,16667,78.75930029,484.59,53.23519397
1988,Nairobi,Adzuki Beans,2016,31586,170.7771304,484.59,51.3204343
1989,Eldoret,Adzuki Beans,2017,90909,125.5762499,484.59,51.68192672
2018,Central,Adzuki Beans,2017,16000,170.3520229,484.59,53.07262836
2015,Nakuru,Adzuki Beans,2017,31571,68.89209426,484.59,54.81709585
2016,Nairobi,Adzuki Beans,2020,80000,123.7823555,484.59,54.5458814
2017,Eldoret,Adzuki Beans,2020,17931,119.4263746,484.59,53.41790345
2020,Central,Adzuki Beans,2020,31254,109.6251596,484.59,54.32123511
2021,Nakuru,Adzuki Beans,2021,77089,96.35492246,484.59,51.4928642
2022,Nairobi,Adzuki Beans,2021,17931,119.6111882,484.59,51.15952169
2019,Eldoret,Adzuki Beans,2021,30714,149.2981891,484.59,53.13767654
2023,Central,Adzuki Beans,2022,75783,68.52267195,484.59,53.8159785
2014,Nakuru,Adzuki Beans,2022,17931,76.60382856,484.59,50.74516008
2000,Nairobi,Pigeon Peas,2022,31324,122.6539694,484.59,36.51268371
2001,Eldoret,Pigeon Peas,2019,75317,163.7266551,484.59,36.89163721
2002,Central,Pigeon Peas,2019,17400,103.3301803,484.59,29.23540524
2003,Nakuru,Pigeon Peas,2019,30800,142.3303677,484.59,27.33534897
2004,Nairobi,Pigeon Peas,2023,75000,184.6226709,484.59,21.0643684
2005,Eldoret,Pigeon Peas,2023,19842,149.299952,484.59,30.33276599
2006,Central,Pigeon Peas,2023,31724,147.0361442,484.59,31.80130272
2007,Nakuru,Pigeon Peas,2014,80000,198.8298806,484.59,33.18184225
2008,Nairobi,Pigeon Peas,2014,21657,90.05422663,484.59,29.38538562
2009,Eldoret,Pigeon Peas,2014,38088,127.7767134,484.59,30.27374995
2010,Central,Pigeon Peas,2000,100000,108.6333046,484.59,35.45790488
2011,Nakuru,Pigeon Peas,2000,24762,176.6165894,484.59,33.80020039
2012,Nairobi,Pigeon Peas,2000,35304,96.36222901,484.59,28.69180475
2013,Eldoret,Pigeon Peas,2001,102308,122.0146733,375.89,31.24021696
2014,Central,Pigeon Peas,2001,30000,120.7435664,375.89,28.98039357
2015,Nakuru,Pigeon Peas,2001,30556,96.51524028,375.89,27.32198928
2016,Nairobi,Pigeon Peas,2002,100000,180.382234,384.23,21.47607807
2017,Eldoret,Pigeon Peas,2002,30500,107.4721605,384.23,18.31910448
2018,Central,Pigeon Peas,2002,34792,161.4812963,384.23,36.97794384
2019,Nakuru,Pigeon Peas,2004,103333,121.5639121,269.66,24.80467592
2020,Nairobi,Pigeon Peas,2004,35500,194.5921148,269.66,19.3479443
2021,Eldoret,Pigeon Peas,2004,33846,179.2155874,269.66,28.88302142
2022,Central,Pigeon Peas,2005,106816,192.4372194,315.74,19.54314136
2023,Nakuru,Pigeon Peas,2005,36000,114.2821387,315.74,24.7741949
2024,Nairobi,Pigeon Peas,2005,34323,139.6483317,315.74,18.33124824
2025,Eldoret,Pigeon Peas,2006,106250,132.7748215,268.2,19.14729038
2026,Central,Pigeon Peas,2006,38000,186.5008581,268.2,28.23416057
2027,Nakuru,Pigeon Peas,2006,34519,157.0858232,268.2,30.11812084
2028,Nairobi,Pigeon Peas,2007,105556,139.6702541,268.2,33.4126864
2029,Eldoret,Pigeon Peas,2007,40000,177.3377996,268.2,24.18553163
2030,Central,Pigeon Peas,2007,34364,94.46748008,268.2,26.88630675
2031,Nakuru,Pigeon Peas,2008,139562,161.7820226,268.2,31.33170829
2032,Nairobi,Pigeon Peas,2008,47619,108.5090168,268.2,33.30711818
2033,Eldoret,Pigeon Peas,2008,34462,150.8712202,268.2,23.45379018
2034,Central,Pigeon Peas,2009,180917,168.5948318,268.2,34.53823889
2035,Nakuru,Pigeon Peas,2009,60000,197.3752649,268.2,19.50112224
2036,Nairobi,Pigeon Peas,2009,34560,91.72084869,268.2,28.76794904
2037,Eldoret,Pigeon Peas,2010,221795,180.716828,268.2,30.97758716
2038,Central,Pigeon Peas,2010,75333,93.12330644,268.2,18.39759147
2039,Nakuru,Pigeon Peas,2010,79048,116.9106908,268.2,35.09357419
2040,Nairobi,Pigeon Peas,2010,34658,159.2649827,268.2,34.93174223
2041,Eldoret,Pigeon Peas,2011,225128,187.8961851,268.2,29.50523036
2042,Central,Pigeon Peas,2011,73085,129.0064612,268.2,34.51934775
2043,Nakuru,Pigeon Peas,2011,78182,147.0414824,268.2,28.43430726
2044,Nairobi,Pigeon Peas,2011,34757,163.2747473,268.2,18.41645629
2045,Eldoret,Pigeon Peas,2012,223000,91.31256412,268.2,31.07508973
2046,Central,Pigeon Peas,2012,73404,195.5697875,268.2,20.89342749
2047,Nakuru,Pigeon Peas,2012,77391,170.9919828,268.2,30.90607799
2048,Nairobi,Pigeon Peas,2012,34855,145.3728801,268.2,27.9348279
2049,Eldoret,Pigeon Peas,2013,221509,136.0456753,268.2,35.95176642
2050,Central,Pigeon Peas,2013,74465,173.1686574,268.2,19.54317155
2051,Nakuru,Pigeon Peas,2013,76928,176.4134092,268.2,19.63736208
2052,Nairobi,Pigeon Peas,2013,34953,129.2028653,268.2,31.2192752
2053,Eldoret,Pigeon Peas,2018,186667,126.6738117,14.05,33.50876355
2054,Central,Pigeon Peas,2018,116667,188.4928637,14.05,24.80710166
2055,Nakuru,Pigeon Peas,2015,206667,191.0658531,14.05,36.20970524
2056,Nairobi,Pigeon Peas,2015,120000,162.5927723,14.05,30.50420876
2057,Eldoret,Pigeon Peas,2016,188000,160.3337447,14.05,26.01630259
2058,Central,Pigeon Peas,2016,112500,100.546816,14.05,31.48469278
2059,Nakuru,Pigeon Peas,2017,162857,105.0380275,14.05,33.15122581
2060,Nairobi,Pigeon Peas,2017,116667,192.3023991,14.05,23.50222822
2061,Eldoret,Pigeon Peas,2020,147500,148.2502786,30.86,34.87248659
2062,Central,Pigeon Peas,2020,125000,197.1144011,30.86,28.09269012
2063,Nakuru,Pigeon Peas,2021,166667,118.3606557,12.46,24.54757829
2064,Nairobi,Pigeon Peas,2021,120000,100.4673278,12.46,33.64769646
2065,Eldoret,Pigeon Peas,2022,125000,191.0895109,12.16,20.5591255
2066,Central,Pigeon Peas,2019,160000,195.787103,9.42,19.95991719
2067,Nakuru,Pigeon Peas,2023,160000,182.2688175,11.15,28.87667593
2068,Nairobi,Pigeon Peas,2014,100000,159.8938645,12.5,36.04353699
2069,Eldoret,Pigeon Peas,2000,103333,141.1250722,8.65,23.6734328
2070,Central,Pigeon Peas,2001,110000,100.7791633,9.2,25.74679443
2071,Nakuru,Pigeon Peas,2002,190000,175.9303271,0.91,31.08564994
2072,Nairobi,Pigeon Peas,2004,180000,139.8710041,12.24,18.72987676
2073,Eldoret,Pigeon Peas,2005,100000,189.5208915,12.75,29.50304807
2074,Central,Pigeon Peas,2006,130000,137.2279662,12.12,20.43517772
2075,Nakuru,Pigeon Peas,2007,255556,134.8596466,16.25,36.00415838
2076,Nairobi,Pigeon Peas,2008,210000,174.5723999,10.45,31.46846241
2077,Eldoret,Pigeon Peas,2009,166667,101.6073988,12.59,36.30049702
2078,Central,Pigeon Peas,2010,155598,153.2504506,9.84,29.49096726
2079,Nakuru,Pigeon Peas,2011,171162,177.5764304,9.14,30.5753044
2080,Nairobi,Pigeon Peas,2012,177812,91.95792434,9.14,24.69487673
2081,Eldoret,Pigeon Peas,2013,179569,162.5931264,9.14,23.17409556
2082,Central,Pigeon Peas,2018,10015,155.3705624,1266,19.04380471
2083,Nakuru,Pigeon Peas,2018,10015,165.4113371,1266,29.32379604
2084,Nairobi,Pigeon Peas,2018,91410,180.9009998,1266,34.6455408
2085,Eldoret,Pigeon Peas,2018,91410,136.8274312,1266,21.9989826
2086,Central,Pigeon Peas,2018,25661,159.689339,1266,22.99774444
2087,Nakuru,Pigeon Peas,2018,25661,178.8998611,1266,30.55992394
2088,Nairobi,Pigeon Peas,2018,8103,165.405354,1266,31.46417866
2089,Eldoret,Pigeon Peas,2018,8103,109.1821183,1266,25.95058595
2090,Central,Pigeon Peas,2018,98316,185.2039114,1266,21.01142393
2091,Nakuru,Pigeon Peas,2018,98316,149.063196,1266,19.25100056
2092,Nairobi,Pigeon Peas,2018,15034,180.6465282,1266,19.24462755
2093,Eldoret,Pigeon Peas,2018,15034,96.74706956,1266,22.47253208
2094,Central,Pigeon Peas,2015,9781,124.6028153,1287,36.75087487
2095,Nakuru,Pigeon Peas,2015,9781,198.1403003,1287,29.89286629
2096,Nairobi,Pigeon Peas,2015,99868,172.40168,1287,29.37735586
2097,Eldoret,Pigeon Peas,2015,99868,186.9226052,1287,29.65052947
2098,Central,Pigeon Peas,2015,26592,173.1106982,1287,19.54284889
2099,Nakuru,Pigeon Peas,2015,26592,122.4564203,1287,20.04611791
2100,Nairobi,Chickpea,2015,8376,88.55123143,1287,17.02498456
2101,Eldoret,Chickpea,2015,8376,79.92698081,1287,19.02061277
2102,Central,Chickpea,2015,96481,68.54932919,1287,17.88776475
2103,Nakuru,Chickpea,2015,96481,88.51048983,1287,18.86805647
2104,Nairobi,Chickpea,2015,16767,79.26357665,1287,18.36952567
2105,Eldoret,Chickpea,2015,16767,92.68373702,1287,20.45078582
2106,Central,Chickpea,2016,9319,74.6631118,1453,20.6543203
2107,Nakuru,Chickpea,2016,9319,82.61734721,1453,17.3348681
2108,Nairobi,Chickpea,2016,107931,81.84997529,1453,18.17912258
2109,Eldoret,Chickpea,2016,107931,81.98568791,1453,18.01272266
2110,Central,Chickpea,2016,26893,93.55280105,1453,20.99373558
2111,Nakuru,Chickpea,2016,26893,74.58565097,1453,19.46233971
2112,Nairobi,Chickpea,2016,8988,78.96514709,1453,19.81344531
2113,Eldoret,Chickpea,2016,8988,80.7108745,1453,18.97424756
2114,Central,Chickpea,2016,96477,70.18185181,1453,18.19737048
2115,Nakuru,Chickpea,2016,96477,71.58010169,1453,18.72963144
2116,Nairobi,Chickpea,2016,18534,73.50734019,1453,20.99502153
2117,Eldoret,Chickpea,2016,18534,82.52339655,1453,20.28155898
2118,Central,Chickpea,2017,9351,66.96980581,1487,17.48042641
2119,Nakuru,Chickpea,2017,9351,90.46228334,1487,20.88818675
2120,Nairobi,Chickpea,2017,106787,71.31007253,1487,17.08498521
2121,Eldoret,Chickpea,2017,106787,85.74904898,1487,20.09340593
2122,Central,Chickpea,2017,27185,89.31050665,1487,17.57212145
2123,Nakuru,Chickpea,2017,27185,85.52950164,1487,19.12065218
2124,Nairobi,Chickpea,2017,8948,72.94940441,1487,18.57665902
2125,Eldoret,Chickpea,2017,8948,72.32667516,1487,17.16606398
2126,Central,Chickpea,2017,95714,74.87445574,1487,18.2872007
2127,Nakuru,Chickpea,2017,95714,94.70992037,1487,19.03025305
2128,Nairobi,Chickpea,2017,18457,83.74606679,1487,17.1418614
2129,Eldoret,Chickpea,2017,18457,78.92060234,1487,17.47809436
2130,Central,Chickpea,2020,9042,83.75937135,1594.5,20.56601874
2131,Nakuru,Chickpea,2020,9042,76.57580954,1594.5,17.22385224
2132,Nairobi,Chickpea,2020,109570,91.76071648,1594.5,19.69141713
2133,Eldoret,Chickpea,2020,109570,76.32470713,1594.5,17.84851658
2134,Central,Chickpea,2020,25328,89.73119396,1594.5,18.8202251
2135,Nakuru,Chickpea,2020,25328,93.35034262,1594.5,17.47500984
2136,Nairobi,Chickpea,2020,9892,81.20176515,1594.5,18.72649425
2137,Eldoret,Chickpea,2020,9892,81.70769297,1594.5,18.65580107
2138,Central,Chickpea,2020,95373,83.74879344,1594.5,18.2356751
2139,Nakuru,Chickpea,2020,95373,77.5429424,1594.5,18.81198127
2140,Nairobi,Chickpea,2020,18390,77.92798682,1594.5,18.65054116
2141,Eldoret,Chickpea,2020,18390,82.2545577,1594.5,20.36720401
2142,Central,Chickpea,2021,10700,70.52056697,1702,18.38120357
2143,Nakuru,Chickpea,2021,10700,72.78624223,1702,17.17012591
2144,Nairobi,Chickpea,2021,111665,85.24819851,1702,19.37101121
2145,Eldoret,Chickpea,2021,111665,85.37378769,1702,17.92845928
2146,Central,Chickpea,2021,26527,75.6317566,1702,19.45339934
2147,Nakuru,Chickpea,2021,26527,89.61857826,1702,19.12829388
2148,Nairobi,Chickpea,2021,9804,75.49101167,1702,19.1034283
2149,Eldoret,Chickpea,2021,9804,86.05078037,1702,17.48504075
2150,Central,Chickpea,2021,95186,80.25064637,1702,19.40751744
2151,Nakuru,Chickpea,2021,95186,78.26039559,1702,20.18649426
2152,Nairobi,Chickpea,2021,19483,75.57790384,1702,17.30287885
2153,Eldoret,Chickpea,2021,19483,72.9446671,1702,17.50361137
2154,Central,Chickpea,2022,10166,90.7760707,1919,18.17234999
2155,Nakuru,Chickpea,2022,10166,77.81891424,1919,17.57445618
2156,Nairobi,Chickpea,2022,112741,78.06910795,1919,20.93175255
2157,Eldoret,Chickpea,2022,112741,85.57925437,1919,19.71098332
2158,Central,Chickpea,2022,27629,69.40619137,1919,19.07937684
2159,Nakuru,Chickpea,2022,27629,76.32565249,1919,18.54988627
2160,Nairobi,Chickpea,2022,9959,80.6405403,1919,18.20183647
2161,Eldoret,Chickpea,2022,9959,80.1113384,1919,18.88852533
2162,Central,Chickpea,2022,96081,91.94595352,1919,18.49311205
2163,Nakuru,Chickpea,2022,96081,87.51312796,1919,19.48974337
2164,Nairobi,Chickpea,2022,19531,94.00287214,1919,17.25769499
2165,Eldoret,Chickpea,2022,19531,88.4585692,1919,19.62416326
2166,Central,Chickpea,2019,10914,84.78344008,2035,20.67526473
2167,Nakuru,Chickpea,2019,10914,68.97806542,2035,20.02381489
2168,Nairobi,Chickpea,2019,112551,88.68168643,2035,20.1187446
2169,Eldoret,Chickpea,2019,112551,65.23811143,2035,20.65691793
2170,Central,Chickpea,2019,27431,65.78042032,2035,19.2582557
2171,Nakuru,Chickpea,2019,27431,74.63872762,2035,17.927806
2172,Nairobi,Chickpea,2019,10297,82.69766829,2035,19.16288268
2173,Eldoret,Chickpea,2019,10297,69.64449182,2035,20.26942271
2174,Central,Chickpea,2019,93946,87.27444866,2035,17.09104223
2175,Nakuru,Chickpea,2019,93946,70.87150577,2035,17.06579293
2176,Nairobi,Chickpea,2019,20544,92.06630306,2035,20.62767492
2177,Eldoret,Chickpea,2019,20544,79.20509212,2035,20.8248451
2178,Central,Chickpea,2023,7339,68.81405149,2068,19.46210401
2179,Nakuru,Chickpea,2023,7339,72.85017344,2068,17.18248372
2180,Nairobi,Chickpea,2023,113972,79.45758333,2068,17.48911699
2181,Eldoret,Chickpea,2023,113972,65.11365631,2068,17.48395377
2182,Central,Chickpea,2023,29358,80.4986291,2068,19.48316794
2183,Nakuru,Chickpea,2023,29358,73.64476535,2068,19.71359733
2184,Nairobi,Chickpea,2023,7901,81.5284269,2068,19.48649305
2185,Eldoret,Chickpea,2023,7901,88.6810311,2068,19.95264829
2186,Central,Chickpea,2023,95325,68.4951189,2068,19.41789736
2187,Nakuru,Chickpea,2023,95325,78.44910564,2068,19.45591848
2188,Nairobi,Chickpea,2023,22408,77.33795356,2068,20.19137759
2189,Eldoret,Chickpea,2023,22408,94.78189594,2068,18.8392908
2190,Central,Chickpea,2014,12346,94.03659867,2532,20.71219282
2191,Nakuru,Chickpea,2014,12346,78.69707199,2532,18.99424448
2192,Nairobi,Chickpea,2014,112810,69.15759062,2532,19.96837462
2193,Eldoret,Chickpea,2014,112810,90.82097601,2532,17.81564548
2194,Central,Chickpea,2014,32139,76.77888672,2532,20.71424384
2195,Nakuru,Chickpea,2014,32139,67.9545435,2532,17.34150229
2196,Nairobi,Chickpea,2014,12346,73.0926704,2532,17.43732714
2197,Eldoret,Chickpea,2014,12346,69.09512477,2532,18.89780215
2198,Central,Chickpea,2014,92786,89.60982451,2532,18.59190771
2199,Nakuru,Chickpea,2014,92786,81.78710463,2532,18.31561493
2200,Nairobi,Apple,2014,21627,92.82840911,2532,29.36792366
2201,Eldoret,Apple,2014,21627,101.0494791,2532,27.33368994
2202,Central,Apple,2000,20597,104.9378,3170,27.40053601
2203,Nakuru,Apple,2000,20597,90.10978128,3170,29.3159075
2204,Nairobi,Apple,2000,120591,113.2297373,3170,26.05433004
2205,Eldoret,Apple,2000,120591,114.5357503,3170,25.86632408
2206,Central,Apple,2000,34836,97.32531705,3170,27.00932084
2207,Nakuru,Apple,2000,34836,99.34482238,3170,29.55054817
2208,Nairobi,Apple,2000,12346,113.8729798,3170,26.28845991
2209,Eldoret,Apple,2000,12346,100.0075679,3170,29.16226551
2210,Central,Apple,2000,92479,98.75084366,3170,28.65003945
2211,Nakuru,Apple,2000,92479,100.1692639,3170,29.07311132
2212,Nairobi,Apple,2000,22104,118.2761894,3170,28.08166093
2213,Eldoret,Apple,2000,22104,99.72430835,3170,27.2020597
2214,Central,Apple,2001,32216,108.3957179,3295.78,28.05484146
2215,Nakuru,Apple,2001,32216,98.66679427,3295.78,25.14748006
2216,Nairobi,Apple,2001,129163,119.84797,3295.78,25.94019018
2217,Eldoret,Apple,2001,129163,108.66464,3295.78,27.66752761
2218,Central,Apple,2001,34020,102.7867717,3295.78,25.56703012
2219,Nakuru,Apple,2001,34020,116.1616839,3295.78,28.6956201
2220,Nairobi,Apple,2001,12346,118.6858263,3295.78,26.33544853
2221,Eldoret,Apple,2001,12346,98.21747528,3295.78,25.93730186
2222,Central,Apple,2001,90907,91.46442491,3295.78,25.13686519
2223,Nakuru,Apple,2001,90907,105.0776992,3295.78,27.50527651
2224,Nairobi,Apple,2001,21643,112.0700033,3295.78,26.21009246
2225,Eldoret,Apple,2001,21643,92.07835761,3295.78,29.10403455
2226,Central,Apple,2002,40349,90.66727868,2954.29,29.2440638
2227,Nakuru,Apple,2002,40349,93.10247183,2954.29,25.56202173
2228,Nairobi,Apple,2002,126010,98.16752001,2954.29,26.3985515
2229,Eldoret,Apple,2002,126010,109.5408614,2954.29,28.09577643
2230,Central,Apple,2002,34902,117.2878912,2954.29,27.84767901
2231,Nakuru,Apple,2002,34902,94.31102057,2954.29,27.39341554
2232,Nairobi,Apple,2002,12361,119.218154,2954.29,25.14517635
2233,Eldoret,Apple,2002,12361,102.4633775,2954.29,28.65456263
2234,Central,Apple,2002,90919,109.575944,2954.29,29.16093424
2235,Nakuru,Apple,2002,90919,91.34276507,2954.29,27.57278064
2236,Nairobi,Apple,2002,21644,112.9794804,2954.29,25.40909896
2237,Eldoret,Apple,2002,21644,112.0777152,2954.29,25.99069521
2238,Central,Apple,2004,48243,118.6730366,5587.81,26.29039046
2239,Nakuru,Apple,2004,48243,117.536781,5587.81,29.14827211
2240,Nairobi,Apple,2004,144313,107.3944717,5587.81,26.59743595
2241,Eldoret,Apple,2004,144313,116.5531455,5587.81,25.36059237
2242,Central,Apple,2004,35359,112.3982055,5587.81,29.12036889
2243,Nakuru,Apple,2004,35359,110.3262123,5587.81,27.53911354
2244,Nairobi,Apple,2004,11633,110.2511102,5587.81,29.66727337
2245,Eldoret,Apple,2004,11633,110.4408803,5587.81,25.05802193
2246,Central,Apple,2004,89459,116.3019555,5587.81,25.86824781
2247,Nakuru,Apple,2004,89459,119.0856171,5587.81,25.85036988
2248,Nairobi,Apple,2004,19527,108.8547508,5587.81,26.51682337
2249,Eldoret,Apple,2004,19527,118.2583441,5587.81,28.66725136
2250,Central,Apple,2005,53311,91.40508414,7605.01,28.14938935
2251,Nakuru,Apple,2005,53311,95.12322062,7605.01,26.42313317
2252,Nairobi,Apple,2005,148805,109.9825551,7605.01,26.59386409
2253,Eldoret,Apple,2005,148805,102.2099836,7605.01,27.71822477
2254,Central,Apple,2005,37814,109.022564,7605.01,28.98333432
2255,Nakuru,Apple,2005,37814,117.229079,7605.01,29.42017919
2256,Nairobi,Apple,2005,13214,112.1355384,7605.01,27.39872329
2257,Eldoret,Apple,2005,13214,111.0162259,7605.01,26.4020227
2258,Central,Apple,2005,14148,99.20961514,7605.01,27.81251452
2259,Nakuru,Apple,2005,14148,115.8586081,7605.01,25.19640218
2260,Nairobi,Apple,2005,88704,119.695765,7605.01,28.31193338
2261,Eldoret,Apple,2005,88704,110.10323,7605.01,25.90113128
2262,Central,Apple,2005,17478,109.2768851,7605.01,27.48612983
2263,Nakuru,Apple,2005,17478,109.2486647,7605.01,29.38254012
2264,Nairobi,Apple,2006,52998,108.8616474,9074.43,29.22118628
2265,Eldoret,Apple,2006,52998,110.1331182,9074.43,27.09062164
2266,Central,Apple,2006,143848,104.4812858,9074.43,26.12643374
2267,Nakuru,Apple,2006,143848,90.43495443,9074.43,29.01207743
2268,Nairobi,Apple,2006,38541,119.4765557,9074.43,27.96799119
2269,Eldoret,Apple,2006,38541,118.9923573,9074.43,28.0764455
2270,Central,Apple,2006,13587,90.94554618,9074.43,25.16278237
2271,Nakuru,Apple,2006,13587,114.2005455,9074.43,25.78749808
2272,Nairobi,Apple,2006,15144,91.06493353,9074.43,25.34119774
2273,Eldoret,Apple,2006,15144,96.45042585,9074.43,29.44795403
2274,Central,Apple,2006,90254,113.1161095,9074.43,26.47522633
2275,Nakuru,Apple,2006,90254,92.78133617,9074.43,27.39489579
2276,Nairobi,Apple,2006,15344,94.32961456,9074.43,25.08347445
2277,Eldoret,Apple,2006,15344,91.73358569,9074.43,26.6719835
2278,Central,Apple,2007,59812,100.6619171,10962.31,25.44926208
2279,Nakuru,Apple,2007,59812,98.00403016,10962.31,28.22776705
2280,Nairobi,Apple,2007,149768,103.5045395,10962.31,28.1279509
2281,Eldoret,Apple,2007,149768,95.83016448,10962.31,28.9470467
2282,Central,Apple,2007,40833,97.55986676,10962.31,27.96236771
2283,Nakuru,Apple,2007,40833,94.68180316,10962.31,28.00316034
2284,Nairobi,Apple,2007,13462,90.45142867,10962.31,29.1400919
2285,Eldoret,Apple,2007,13462,90.24211529,10962.31,27.9122104
2286,Central,Apple,2007,14717,96.47800391,10962.31,25.43480512
2287,Nakuru,Apple,2007,14717,111.0843029,10962.31,28.55980972
2288,Nairobi,Apple,2007,90479,100.5123341,10962.31,26.59580783
2289,Eldoret,Apple,2007,90479,99.46950465,10962.31,27.19711623
2290,Central,Apple,2007,18471,105.4220251,10962.31,25.29391516
2291,Nakuru,Apple,2007,18471,91.99964712,10962.31,29.90888522
2292,Nairobi,Apple,2008,60172,109.0921631,12936.5,27.94972463
2293,Eldoret,Apple,2008,60172,108.3690513,12936.5,25.01018457
